"","session","auditrate","taxrate","period","subject","sujeto","group","grupo","profit","ncorrectret","profitret","declared","deduction","totaldeduction","cheat","type","audited","fine","deductionsgroup","receivedfromgroup","taxrateproposed","ncorrectsum","groupdg","profitdg","proposerdg","offerdg","age_subject","gender","trust","ideology","income","publictransport","taxes","drivingfast","moneyfound","lying","accidentaldamage","litter","drivingalcohol","jobapplication","buyingstolen","profitriskav","dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","dec10","hljump","safechoices","guessm2","guessm3","rankincome","lowincome","chile","init_pred","avg_pred","pred_correct","realdie","digitaldie","digitaldielie","lastroll","timeokdeclareok","subj_id","country","sess_code","totalprofit","timeokinitialinfook","timeokretaddingok","timeokresultsok","sess_id","audit","pred0","pred1","pred2","tax_20","tax_30","timedictator","timeokinicialriskaversionok","timeokloteriasok","lendmoney","lendstuff","dooropen","trustworthy","redistrib1","redistrib2","redistrib3","redistrib4","redistrib5","redistrib6","anx1","anx2","anx3","anx4","econself","nosecure","econcountrypers","econselfpers","digitaldie_actual","timeactualdiceok","timedigitaldiceok","econlosejob","own1","own2","own3","own4","own5","own6","own7","subjectivestatus2","norms","subjectivestatus1","own8","declared_frac","russia","oxford","shock","status","ncorrect_subjav","ncorrect_countrymed","ability_high","hh","amax","period1","c1","c2","c3","c4","c5","c6","c7","c8","c9","father_educ1","mother_educ1","family1","employment1","a51","b11","b21","b31","b41","b51","b61","b71","b81","social_active","parents_edhigh","grades_rating","grades_total","grades_calculus","grades_eligible","grades_relrating_inv","nosibling","T10","T20","T30","T40","T50","EndT","AR0","AR30","AR70","AR100","percevaded","difsalaries","highsalary","receiveshock","cost_comply","perform_high","non_fixed","subj_id1","avg_RET","treatment","treatment_lab","treatment2","treatment2_lab","HighTax"
"20471",107,30,20,1,4,NA,2,NA,NA,14,2100,2100,420,420,0,NA,1,0,1315,NA,NA,NA,2,400,0,350,18,1,1,6,5,3,1,2,4,3,4,1,1,3,1,NA,1,1,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,10704,"Russia","140523_1509","2008.75",28,2,24,7,1,NA,NA,NA,1,0,15,30,-44,2,1,2,2,1,0,3,0,2,1,1,1,2,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552358746528625,NA,NA,1,1,0,0,0,NA,NA,0,1,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,420,1,0,10704,14.6999998092651,1,"Baseline",1,"Baseline",1
"8532",20,100,20,1,11,427,3,107,1584,9,1350,1350,270,270,0,NA,1,0,1440,504,NA,9,6,1000,1,0,22,0,1,6,89,1,1,3,3,3,2,2,1,1,2,1.60000002384186,0,0,0,0,1,1,1,1,1,1,5,4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,23,20427,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,270,0,0,NA,10.5500001907349,4,"Redistribution",6,"Redistribution",1
"7523",18,100,30,1,5,377,2,95,1930,19,1900,1900,570,570,0,2,1,0,2400,600,NA,19,2,900,1,100,31,1,1,6,6,3,2,3,3,2,3,1,1,1,2,0.100000001490116,0,0,0,1,1,1,1,1,1,1,4,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,18377,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,NA,570,1,0,NA,17.4500007629395,2,"Status",2,"Status (Low)",1
"14156",36,10,30,7,8,708,3,178,1016.25,7,1050,1050,315,315,0,-1,0,0,1125,281.25,-1,7,2,500,1,500,18,0,1,0,16,3,2,3,2,1,2,1,2,1,3,3.84999990463257,0,0,1,0,0,0,1,1,1,1,3,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28,36708,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,315,0,0,NA,6.09999990463257,1,"Baseline",1,"Baseline",1
"23389",118,0,20,9,2,NA,3,NA,NA,8,1200,0,NA,NA,1,-1,0,0,NA,NA,NA,NA,7,0,0,20,19,0,1,7,3,4,3,2,3,3,3,3,2,4,4,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,3,6,0,NA,NA,11802,"Russia","170203_1654","",NA,4,NA,18,0,4,4,4,1,0,-7,26,-85,3,3,4,1,2,1,3,0,4,0,NA,NA,NA,NA,3,3,2,2,-1,-13,-2,0,2,4,3,3,4,3,4,NA,NA,NA,7,0,1,0,0,0,8.19999980926514,11.0500001907349,0,7,10,9,3,3,7,1,8,8,8,1,1,4,4,"Yes, I am the oldest sibling","No","No","No","More than 5 people",1,"Several times per year","More than 3 hours per day","Yes",2,"Several times a year",-0.686435997486115,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,1,NA,NA,NA,240,0,1,11802,7.75,5,"Non-fixed",7,"Non-fixed",1
"20360",106,30,20,10,14,NA,4,NA,NA,11,1650,1500,300,300,1,NA,0,0,1380,NA,NA,NA,7,700,1,300,19,0,0,8,6,2,2,3,3,2,3,1,1,2,1,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,10614,"Russia","131211_1642","16512.05",NA,2,28,6,1,NA,NA,NA,1,0,20,29,-91,2,3,4,3,3,0,3,1,2,0,1,2,2,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177603542804718,NA,NA,0.909090936183929,1,0,0,0,NA,NA,0,7,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0.0909090936183929,NA,NA,NA,330,0,0,10614,10.5,1,"Baseline",1,"Baseline",1
"383",1,100,10,9,20,20,3,3,3746.25,26,3900,3900,390,390,0,NA,1,0,945,236.25,NA,26,1,700,1,300,25,1,0,5,89,3,1,1,3,2,1,1,1,2,1,0.100000001490116,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,120,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,390,1,0,NA,22.7999992370605,1,"Baseline",1,"Baseline",0
"22334",114,10,30,4,13,NA,4,NA,NA,16,1600,1300,NA,NA,1,2,0,0,NA,NA,NA,NA,3,500,1,500,18,0,0,5,2,2,2,1,3,1,1,1,1,1,2,NA,0,0,0,0,0,0,1,1,1,1,NA,6,NA,NA,NA,NA,0,NA,NA,NA,5,2,0,NA,25,11413,"Russia","170120_1632","7065",NA,1,24,14,1,NA,NA,NA,0,1,16,22,-57,2,3,4,3,1,3,2,2,3,1,NA,NA,NA,NA,3,3,3,2,-1,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,1.3556592464447,NA,NA,0.8125,1,0,0,0,NA,NA,0,7,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,97,NA,0,0.989583313465118,NA,0,0,1,0,0,0,0,0,0,0,0.1875,NA,0,NA,480,1,0,11413,16.0499992370605,2,"Status",2,"Status (Low)",1
"8139",19,0,10,7,15,407,4,102,2550,17,2550,0,0,0,1,NA,0,0,0,0,NA,17,5,500,0,300,20,1,0,2,15,1,1,3,3,2,1,1,2,2,2,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,29,19407,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,255,1,0,NA,15.0500001907349,4,"Redistribution",6,"Redistribution",0
"9330",22,100,40,7,11,467,3,117,1755,14,2100,2100,840,840,0,NA,1,0,3300,495,NA,14,6,1000,1,0,22,0,1,2,89,3,2,3,3,3,2,2,2,3,3,2,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,28,22467,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,840,0,0,NA,10.5,4,"Redistribution",6,"Redistribution",1
"18698",51,0,30,9,7,1179,1,-1,1372.5,11,1650,1600,480,480,1,-1,0,0,810,202.5,-1,11,3,400,0,400,27,0,1,2,8,2,1,2,3,3,3,2,1,2,2,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,NA,NA,0,3,2.66666674613953,NA,1,3,0,4,21,511179,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0.030303031206131,0,NA,NA,495,0,1,NA,9.85000038146973,1,"Baseline",NA,NA,1
"18391",50,0,20,8,8,1164,2,-1,1060,8,1200,1200,240,240,0,-1,0,0,400,100,-1,8,6,500,1,500,25,0,1,5,3,1,1,3,2,1,1,1,1,2,1,0.100000001490116,0,0,0,0,1,0,1,1,1,1,5,5,NA,NA,NA,NA,0,4,3.33333325386047,NA,6,6,1,6,24,501164,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,240,0,1,NA,7.5,1,"Baseline",NA,NA,1
"20813",110,10,10,3,1,NA,2,NA,NA,12,1200,0,0,720,1,2,1,600,2160,NA,NA,NA,2,500,1,500,23,1,1,5,5,3,2,2,3,1,2,1,2,1,1,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,6,2,1,NA,28,11001,"Russia","170119_1422","3720",NA,5,20,10,1,NA,NA,NA,0,0,16,29,-80,3,3,4,2,2,0,3,0,3,0,NA,NA,NA,NA,2,3,2,2,2,-28,-32,1,NA,NA,NA,NA,NA,NA,NA,NA,0.449342131614685,NA,NA,0,1,0,1,0,NA,NA,0,5,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,NA,NA,0,120,1,0,11001,11.8999996185303,3,"Shock",4,"Shock (No)",0
"23868",119,0,30,8,10,NA,2,NA,NA,9,1350,1100,NA,NA,1,-1,0,0,NA,NA,NA,NA,5,600,1,400,22,0,1,2,6,3,1,2,3,3,1,1,1,2,1,NA,0,0,0,0,1,1,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,5,2,1,NA,NA,11910,"Russia","170208_1647","",NA,NA,NA,19,0,1,4,0,0,1,23,28,-84,2,3,4,3,1,0,2,1,3,0,NA,NA,NA,NA,2,3,1,0,2,0,-4,1,1,5,3,2,2,6,6,NA,NA,NA,7,0.814814805984497,1,0,0,0,9.89999961853027,11.0500001907349,0,5,10,8,1,1,10,10,10,10,6,1,10,2,3,"No","No","Yes","1 razryad or above","More than 5 people",2,"Several times per year","More than 3 hours per day","No",1,"1-2 times a month",0.391426265239716,0,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0.185185179114342,NA,NA,NA,405,0,1,11910,9.94999980926514,5,"Non-fixed",7,"Non-fixed",1
"9464",22,0,40,3,18,474,5,119,1690,12,1800,800,320,320,1,NA,0,0,1400,210,NA,12,3,1000,1,0,23,1,0,8,4,1,1,1,3,1,1,1,1,1,1,3.84999990463257,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,25,22474,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0.555555582046509,0,NA,NA,720,1,0,NA,11.8000001907349,4,"Redistribution",6,"Redistribution",1
"12968",32,10,20,6,5,649,1,162,971.5,5,1000,1000,200,200,0,1,0,0,686,171.5,-1,5,3,500,0,450,19,0,0,4,15,3,1,2,1,1,1,1,1,3,4,0.100000001490116,0,0,1,0,0,0,1,0,1,1,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26,32649,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,NA,200,0,0,NA,3.5,2,"Status",3,"Status (High)",1
"143",1,0,10,5,8,8,6,6,2396.25,17,2550,2250,225,225,1,NA,0,0,285,71.25,NA,17,2,500,1,500,25,1,0,4,89,2,2,3,3,3,2,3,2,3,3,1.60000002384186,0,0,0,0,0,0,0,0,1,1,9,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,108,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.117647059261799,0,NA,NA,255,1,0,NA,16.75,1,"Baseline",1,"Baseline",0
"10823",26,100,20,10,6,542,2,136,1080,8,800,800,160,160,0,2,1,0,1760,440,-1,8,6,1000,1,0,19,0,1,5,89,1,1,3,3,2,1,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,6,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,26542,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,0,160,0,0,NA,7.80000019073486,3,"Shock",4,"Shock (No)",1
"22281",114,0,30,1,11,NA,2,NA,NA,6,1200,0,NA,NA,1,1,0,0,NA,NA,NA,NA,1,1000,1,0,19,0,1,2,7,2,3,2,4,1,1,1,1,4,1,NA,1,1,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,6,5,1,NA,-4,11411,"Russia","170120_1632","1305",9,1,16,14,0,NA,NA,NA,0,1,23,17,-141,2,3,4,2,0,0,0,1,3,2,NA,NA,NA,NA,1,3,2,1,5,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0.258099228143692,NA,NA,0,1,0,0,0,7.80000019073486,11.0500001907349,0,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,NA,1,NA,360,0,0,11411,7.94999980926514,2,"Status",3,"Status (High)",1
"15678",41,0,20,7,12,784,3,196,1835,12,1800,0,0,0,1,-1,0,0,140,35,-1,12,5,0,0,0,24,0,0,3,89,3,2,3,3,3,1,2,1,1,1,3.84999990463257,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,2,2.33333325386047,0.333333343267441,3,2,0,6,26,41784,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,360,0,1,NA,10.6499996185303,5,"Non-fixed",7,"Non-fixed",1
"11739",28,10,10,2,11,587,4,148,2012.52502441406,5,2050,1000,100,100,1,1,0,0,250.100006103516,62.5250015258789,-1,5,1,500,0,200,28,0,0,8,14,1,1,2,3,2,4,1,1,1,1,2,0,0,0,0,0,1,1,0,1,1,6,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,28587,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0.512195110321045,0,NA,1,205,0,0,NA,5.25,3,"Shock",5,"Shock (Yes)",0
"13460",33,0,30,8,13,673,2,167,970,7,700,100,30,30,1,2,0,0,1200,300,-1,7,3,550,1,450,19,0,0,8,12,3,2,1,4,3,1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,1,7,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,33673,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0.857142865657806,1,0,NA,210,0,0,NA,8.10000038146973,2,"Status",2,"Status (Low)",1
"23063",117,0,10,3,2,NA,3,NA,NA,18,2700,1000,100,100,1,-1,0,0,275,NA,NA,NA,4,1000,1,0,22,1,0,4,6,2,2,3,2,2,2,2,1,3,3,NA,0,0,0,0,0,0,0,1,1,1,NA,7,NA,NA,NA,NA,0,NA,NA,NA,5,6,1,NA,NA,11702,"Russia","170203_1509","",NA,2,NA,17,0,1,0,1,0,0,2,29,-82,2,3,4,2,1,1,0,1,3,0,NA,NA,NA,NA,1,3,1,0,6,4,3,1,3,2,3,2,3,4,3,NA,NA,NA,7,0.370370358228683,1,0,0,0,16.7000007629395,11.0500001907349,1,8,10,3,10,8,3,8,8,10,5,3,5,4,4,"No","Yes, work occasionally","Yes","2-3 razryad","2-3 people",5,"Once a week","0.5-1 hour per day","Yes",2,"1-2 times a month",1.08956372737885,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0.629629611968994,NA,NA,NA,270,1,1,11702,17.8999996185303,5,"Non-fixed",7,"Non-fixed",0
"8659",20,100,20,3,17,433,5,109,3532.5,27,4050,4050,810,810,0,NA,1,0,1950,292.5,NA,27,1,700,1,300,24,1,0,8,10,1,1,1,1,3,1,1,1,2,1,2,0,0,0,0,1,1,1,1,1,1,5,4,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20433,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,810,1,0,NA,27.8999996185303,4,"Redistribution",6,"Redistribution",1
"8270",19,0,10,2,22,414,6,104,1790.55004882812,12,1800,300,30,30,1,NA,0,0,137,20.5499992370605,NA,12,3,500,0,300,21,0,1,4,8,2,1,3,3,3,1,2,1,1,1,1.60000002384186,0,0,0,0,0,0,0,1,1,1,8,7,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,24,19414,"UK","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0.833333313465118,0,NA,NA,180,1,0,NA,11.1000003814697,4,"Redistribution",6,"Redistribution",0
"13155",32,10,20,9,14,658,4,165,550,5,500,500,100,100,0,2,0,0,600,150,-1,5,7,500,0,10,56,1,0,3,10,1,1,1,2,2,1,1,1,1,1,0.100000001490116,0,1,1,0,1,1,1,0,1,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28,32658,"Chile","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,100,0,0,NA,4.65000009536743,2,"Status",2,"Status (Low)",1
